0	0.945551
1	1.016149
2	0.983364
3	1.246652
4	0.973519
5	1.016234
6	1.009994
7	0.952434
8	0.997162
9	1.012742
10	0.936390
11	0.955879
12	1.005325
13	0.992941
14	0.985041
15	0.967599
16	0.992812
17	0.984299
18	1.011104
19	1.010967
20	1.004770
21	1.008219
22	0.983274
23	1.013616
24	0.994997
25	1.012823
26	0.980886
27	1.017763
28	0.974008
29	0.974238
30	0.993550
31	0.997554
32	1.005988
33	0.993128
34	0.993174
35	1.010587
36	0.995785
37	0.979410
38	1.003438
39	1.005761
40	0.986087
41	1.037354
42	0.995675
43	0.994267
44	1.026902
45	1.073866
46	0.998391
47	1.036512
48	0.969195
49	1.104653
50	1.059214
51	0.996462
52	0.949763
53	0.978131
54	0.973207
55	0.982038
58	2.158533
60	0.753957
62	1.699110
64	0.994476
65	0.948944
66	1.003269
67	1.012798
68	0.980380
69	1.000843
70	0.974099
71	1.005988
72	0.974835
73	1.002915
74	4.396867
75	0.997593
76	0.958713
77	0.991251
78	1.028377
79	1.017448
80	0.972862
81	0.988365
82	0.989057
83	1.004586
84	0.973761
85	1.016551
86	0.986833
87	0.971171
88	0.978803
89	0.992984
90	0.984569
91	1.017985
92	1.041622
93	1.053831
94	1.015035
95	0.996118
96	0.977388
97	0.991689
98	1.050866
99	1.037545
100	0.989174
101	1.032681
102	0.990962
103	3.770745
104	0.982886
105	0.973666
106	0.995458
107	0.996444
108	0.960922
109	1.027303
110	1.015756
111	1.036217
112	1.030245
113	1.008059
114	0.994687
115	0.994345
116	0.990564
117	1.020475
118	0.982019
119	1.008515
120	1.025948
121	1.007850
122	1.027394
123	1.000927
124	0.983850
125	1.018445
126	1.027242
127	1.035674
144	0.979437
145	0.846067
146	1.022957
147	1.032280
148	1.024022
149	1.035088
150	0.978174
151	1.067860
152	1.890509
153	1.037834
154	0.960798
155	1.000704
156	0.982218
157	0.997266
158	0.981683
159	0.972721
160	1.017207
161	0.969865
162	1.022718
163	0.999635
164	1.013140
165	0.983719
166	0.982838
167	1.133845
168	1.034120
169	1.004854
170	1.011306
171	1.001528
172	0.991730
173	1.182829
174	1.019359
175	0.982460
177	3.280534
192	0.862142
193	0.907854
194	1.015388
195	0.967304
196	0.991467
197	1.038038
198	3.093867
199	1.025348
200	0.971636
201	0.976798
202	0.994666
203	0.979417
204	1.017647
205	0.999203
206	1.053714
207	1.009640
208	0.972874
209	1.012504
210	0.953946
211	0.984760
212	0.961964
213	0.982938
214	0.975611
215	1.003831
216	1.010428
217	0.981233
218	0.945788
219	1.025150
220	1.006727
221	0.951945
222	1.002172
223	0.995794
224	1.009285
225	1.040025
226	1.021846
227	1.013035
228	1.026298
229	1.050060
230	1.041422
231	1.059558
232	1.016233
233	1.025747
234	1.064223
235	1.073052
236	1.000875
237	1.041442
238	0.992699
239	0.950317
240	1.004513
241	0.996024
242	1.005020
243	1.017039
244	1.007447
245	1.025600
246	0.987377
247	0.977200
248	1.055277
249	0.984237
250	0.999757
251	1.001429
252	1.000068
253	1.003820
