0	0.958946
1	1.018081
2	0.984549
3	1.246745
4	0.983293
5	1.019203
6	1.009887
7	0.968470
8	1.001350
9	1.015838
10	0.947917
11	0.970506
12	1.007032
13	0.994777
14	0.986041
15	0.969729
16	0.992580
17	1.003231
18	1.012195
19	1.012928
20	1.009787
21	1.010175
22	0.988961
23	1.015971
24	0.995464
25	1.016223
26	0.981105
27	1.020296
28	0.986754
29	0.979454
30	0.997477
31	1.000196
32	1.007681
33	0.995117
34	0.997328
35	1.012237
36	0.996928
37	0.987367
38	1.011554
39	1.014810
40	0.986885
41	1.039535
42	0.992413
43	0.995969
44	1.028769
45	1.076752
46	1.000357
47	1.037865
48	0.985067
49	1.106615
50	1.061199
51	0.997792
52	0.960621
53	0.979810
54	0.974701
55	0.996287
58	2.173501
60	0.755632
62	1.710661
64	0.997029
65	0.965437
66	1.005547
67	1.013208
68	0.986528
69	1.002475
70	0.981436
71	1.006158
72	0.976324
73	1.006054
74	4.380908
75	0.998733
76	0.971961
77	0.994333
78	1.035028
79	1.017870
80	0.975257
81	0.989083
82	0.995766
83	1.006454
84	0.975343
85	1.023655
86	0.995310
87	0.979283
88	0.980884
89	0.993973
90	0.982702
91	1.019053
92	1.043627
93	1.055632
94	1.018579
95	0.996439
96	0.987702
97	0.990638
98	1.049322
99	1.035227
100	0.996668
101	1.029805
102	0.987974
103	3.792053
104	0.981949
105	0.971260
106	1.001430
107	1.006133
108	0.958575
109	1.024478
110	1.013243
111	1.033385
112	1.026329
113	1.021946
114	0.992238
115	0.992487
116	0.992000
117	1.017338
118	0.983969
119	1.005990
120	1.022672
121	1.007368
122	1.025133
123	0.998151
124	0.994443
125	1.018729
126	1.028868
127	1.032449
144	0.991884
145	0.843638
146	1.019563
147	1.029739
148	1.030697
149	1.033059
150	0.976592
151	1.079584
152	1.889330
153	1.035002
154	0.967840
155	1.010107
156	0.979910
157	0.995702
158	0.978311
159	0.969921
160	1.014967
161	0.982842
162	1.019521
163	0.997109
164	1.012719
165	0.980584
166	0.986573
